id,municipio,id_municipio,uf,longitude,latitude
3522406,Itapeva,4990.0,SP,-48.876433,-23.978823
3522505,Itapevi,4991.0,SP,-46.932747,-23.548774
3522604,Itapira,4992.0,SP,-46.822434,-22.435731
3522653,Itapirapuã Paulista,4993.0,SP,-49.166151,-24.572033
3522703,Itápolis,4994.0,SP,-48.81491,-21.594224
3522802,Itaporanga,4995.0,SP,-49.481854,-23.704273
3522901,Itapuí,4996.0,SP,-48.719734,-22.232445
3523008,Itapura,4997.0,SP,-51.506322,-20.641911
3523107,Itaquaquecetuba,4998.0,SP,-46.345724,-23.483481
3523206,Itararé,4999.0,SP,-49.335215,-24.108451
3523305,Itariri,5000.0,SP,-47.173619,-24.283404
3523404,Itatiba,5001.0,SP,-46.846353,-23.003497
3523503,Itatinga,5002.0,SP,-48.615712,-23.104707
3523602,Itirapina,5003.0,SP,-47.816594,-22.256239
3523701,Itirapuã,5004.0,SP,-47.219446,-20.641585
3523800,Itobi,5005.0,SP,-46.9743,-21.730853
3523909,Itu,5006.0,SP,-47.292688,-23.254397
3524006,Itupeva,5007.0,SP,-47.059262,-23.152635
3524105,Ituverava,5008.0,SP,-47.790207,-20.335465
3524204,Jaborandi,5009.0,SP,-48.411167,-20.688422
3524303,Jaboticabal,5010.0,SP,-48.325223,-21.252037
3524402,Jacareí,5011.0,SP,-45.965814,-23.29829
3524501,Jaci,5012.0,SP,-49.579732,-20.880468
3524600,Jacupiranga,5013.0,SP,-48.006402,-24.696326
3524709,Jaguariúna,5014.0,SP,-46.985062,-22.70374
3524808,Jales,5015.0,SP,-50.549442,-20.267227
3524907,Jambeiro,5016.0,SP,-45.694214,-23.252217
3525003,Jandira,5017.0,SP,-46.902314,-23.527537
3525102,Jardinópolis,5018.0,SP,-47.760583,-21.017612
3525201,Jarinu,5019.0,SP,-46.728015,-23.103855
3525300,Jaú,5020.0,SP,-48.559193,-22.293585
3525409,Jeriquara,5021.0,SP,-47.591835,-20.311567
3525508,Joanópolis,5022.0,SP,-46.274118,-22.926999
3525607,João Ramalho,5023.0,SP,-50.769359,-22.247339
3525706,José Bonifácio,5024.0,SP,-49.689233,-21.055062
3525805,Júlio Mesquita,5025.0,SP,-49.787294,-22.011174
3525854,Jumirim,5026.0,SP,-47.786821,-23.088361
3525904,Jundiaí,5027.0,SP,-46.897358,-23.185218
3526001,Junqueirópolis,5028.0,SP,-51.434187,-21.510348
3526100,Juquiá,5029.0,SP,-47.64264,-24.310084
3526209,Juquitiba,5030.0,SP,-47.065332,-23.924381
3526308,Lagoinha,5031.0,SP,-45.194415,-23.084621
3526407,Laranjal Paulista,5032.0,SP,-47.837549,-23.050564
3526506,Lavínia,5033.0,SP,-51.041172,-21.163913
3526605,Lavrinhas,5034.0,SP,-44.902359,-22.570047
3526704,Leme,5035.0,SP,-47.384109,-22.180857
3526803,Lençóis Paulista,5036.0,SP,-48.803683,-22.602693
3526902,Limeira,5037.0,SP,-47.396987,-22.56605
3527009,Lindóia,5038.0,SP,-46.650035,-22.522562
3527108,Lins,5039.0,SP,-49.752555,-21.67182
3527207,Lorena,5040.0,SP,-45.11968,-22.73338
3527256,Lourdes,5041.0,SP,-50.226274,-20.966025
3527306,Louveira,5042.0,SP,-46.948369,-23.085572
3527405,Lucélia,5043.0,SP,-51.021511,-21.718203
3527504,Lucianópolis,5044.0,SP,-49.522002,-22.429418
3527603,Luís Antônio,5045.0,SP,-47.700838,-21.550625
3527702,Luiziânia,5046.0,SP,-50.329438,-21.673748
3527801,Lupércio,5047.0,SP,-49.818019,-22.41459
3527900,Lutécia,5048.0,SP,-50.394007,-22.338378
3528007,Macatuba,5049.0,SP,-48.710229,-22.50022
3528106,Macaubal,5050.0,SP,-49.968732,-20.802153
3528205,Macedônia,5051.0,SP,-50.197269,-20.144375
3528304,Magda,5052.0,SP,-50.230542,-20.644497
3528403,Mairinque,5053.0,SP,-47.184995,-23.539822
3528502,Mairiporã,5054.0,SP,-46.589695,-23.31713
3528601,Manduri,5055.0,SP,-49.320164,-23.005569
3528700,Marabá Paulista,5056.0,SP,-51.96167,-22.106766
3528809,Maracaí,5057.0,SP,-50.671288,-22.614921
3528858,Marapoama,5058.0,SP,-49.129968,-21.258719
3528908,Mariápolis,5059.0,SP,-51.182434,-21.79592
3529005,Marília,5060.0,SP,-49.95006,-22.217108
3529104,Marinópolis,5061.0,SP,-50.825384,-20.4389
3529203,Martinópolis,5062.0,SP,-51.170949,-22.146153
3529302,Matão,5063.0,SP,-48.363968,-21.602511
3529401,Mauá,5064.0,SP,-46.461263,-23.66767
3529500,Mendonça,5065.0,SP,-49.579059,-21.175724
3529609,Meridiano,5066.0,SP,-50.181055,-20.357874
3529658,Mesópolis,5067.0,SP,-50.632641,-19.968351
3529708,Miguelópolis,5068.0,SP,-48.030997,-20.179612
3529807,Mineiros do Tietê,5069.0,SP,-48.450998,-22.412007
3529906,Miracatu,5070.0,SP,-47.462458,-24.276639
3530003,Mira Estrela,5071.0,SP,-50.139039,-19.978925
3530102,Mirandópolis,5072.0,SP,-51.1035,-21.131345
3530201,Mirante do Paranapanema,5073.0,SP,-51.90835,-22.290427
3530300,Mirassol,5074.0,SP,-49.52061,-20.816874
3530409,Mirassolândia,5075.0,SP,-49.461726,-20.617859
3530508,Mococa,5076.0,SP,-47.002405,-21.464731
3530607,Mogi das Cruzes,5077.0,SP,-46.18541,-23.52082
3530706,Mogi Guaçu,5078.0,SP,-46.9428,-22.367453
3530904,Mombuca,5080.0,SP,-47.558957,-22.928541
3531001,Monções,5081.0,SP,-50.097537,-20.850949
3531100,Mongaguá,5082.0,SP,-46.626526,-24.080901
3531209,Monte Alegre do Sul,5083.0,SP,-46.68098,-22.681699
3531308,Monte Alto,5084.0,SP,-48.497066,-21.265545
3531407,Monte Aprazível,5085.0,SP,-49.71842,-20.768015
3531506,Monte Azul Paulista,5086.0,SP,-48.638717,-20.90649
3531605,Monte Castelo,5087.0,SP,-51.567889,-21.298092
